Time,VILLA_LIVING::Des Heat Load [W],VILLA_LIVING:MANAMA SUMMER DESIGN DAY:Des Sens Cool Load [W],VILLA_LIVING::Des Heat Mass Flow [kg/s],VILLA_LIVING:MANAMA SUMMER DESIGN DAY:Des Cool Mass Flow [kg/s],VILLA_LIVING::Des Latent Heat Load [W],VILLA_LIVING::Des Latent Cool Load [W],VILLA_LIVING::Des Latent Heat Mass Flow [kg/s],VILLA_LIVING::Des Latent Cool Mass Flow [kg/s],VILLA_LIVING::Des Heat Load No DOAS [W],VILLA_LIVING::Des Sens Cool Load No DOAS [W],VILLA_LIVING::Des Latent Heat Load No DOAS [W],VILLA_LIVING::Des Latent Cool Load No DOAS [W],VILLA_LIVING::Heating Zone Temperature [C],VILLA_LIVING::Heating Zone Relative Humidity [%],VILLA_LIVING:MANAMA SUMMER DESIGN DAY:Cooling Zone Temperature [C],VILLA_LIVING:MANAMA SUMMER DESIGN DAY:Cooling Zone Relative Humidity [%]
19:10:00,0.000000E+00,7.402632E+03,0.000000E+00,6.593652E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399986E+01,4.602273E+01
19:20:00,0.000000E+00,7.438004E+03,0.000000E+00,6.625158E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399986E+01,4.602114E+01
19:30:00,0.000000E+00,7.470887E+03,0.000000E+00,6.654447E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399986E+01,4.601973E+01
19:40:00,0.000000E+00,7.501441E+03,0.000000E+00,6.681661E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399986E+01,4.601845E+01
19:50:00,0.000000E+00,7.529699E+03,0.000000E+00,6.706832E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399986E+01,4.601729E+01
20:00:00,0.000000E+00,7.555819E+03,0.000000E+00,6.730097E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399986E+01,4.601625E+01
20:10:00,0.000000E+00,7.579729E+03,0.000000E+00,6.751394E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399986E+01,4.601531E+01
20:20:00,0.000000E+00,7.601363E+03,0.000000E+00,6.770663E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399986E+01,4.601446E+01
20:30:00,0.000000E+00,7.620858E+03,0.000000E+00,6.788027E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399986E+01,4.601370E+01
20:40:00,0.000000E+00,7.638172E+03,0.000000E+00,6.803449E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399986E+01,4.601303E+01
20:50:00,0.000000E+00,7.653451E+03,0.000000E+00,6.817058E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399986E+01,4.601243E+01
21:00:00,0.000000E+00,7.666660E+03,0.000000E+00,6.828823E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399986E+01,4.601191E+01
21:10:00,0.000000E+00,7.677788E+03,0.000000E+00,6.838735E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399986E+01,4.601146E+01
21:20:00,0.000000E+00,7.686863E+03,0.000000E+00,6.846818E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399986E+01,4.601109E+01
21:30:00,0.000000E+00,7.693940E+03,0.000000E+00,6.853122E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399986E+01,4.601078E+01
21:40:00,0.000000E+00,7.699087E+03,0.000000E+00,6.857706E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399986E+01,4.601054E+01
21:50:00,0.000000E+00,7.702372E+03,0.000000E+00,6.860632E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399986E+01,4.601037E+01
22:00:00,0.000000E+00,7.703863E+03,0.000000E+00,6.861961E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399986E+01,4.601025E+01
22:10:00,0.000000E+00,7.703786E+03,0.000000E+00,6.861892E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399986E+01,4.601019E+01
22:20:00,0.000000E+00,7.702206E+03,0.000000E+00,6.860484E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399986E+01,4.601019E+01
22:30:00,0.000000E+00,7.699177E+03,0.000000E+00,6.857787E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399986E+01,4.601023E+01
22:40:00,0.000000E+00,7.694757E+03,0.000000E+00,6.853850E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399986E+01,4.601032E+01
22:50:00,0.000000E+00,7.689008E+03,0.000000E+00,6.848729E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399986E+01,4.601045E+01
23:00:00,0.000000E+00,7.681990E+03,0.000000E+00,6.842477E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399986E+01,4.601063E+01
23:10:00,0.000000E+00,7.610147E+03,0.000000E+00,6.778486E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399986E+01,4.601085E+01
23:20:00,0.000000E+00,7.526670E+03,0.000000E+00,6.704131E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399987E+01,4.601328E+01
23:30:00,0.000000E+00,7.437839E+03,0.000000E+00,6.625007E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399987E+01,4.601694E+01
23:40:00,0.000000E+00,7.344124E+03,0.000000E+00,6.541532E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399987E+01,4.602051E+01
23:50:00,0.000000E+00,7.245889E+03,0.000000E+00,6.454032E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399987E+01,4.602350E+01
24:00:00,0.000000E+00,7.143425E+03,0.000000E+00,6.362765E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399987E+01,4.602592E+01
Peak,0.000000E+00,7.703863E+03,0.000000E+00,6.861961E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,,,,

Peak Vol Flow (m3/s),,,0.000000E+00,5.699058E-01,,,0.000000E+00,0.000000E+00,,,,,,,,
