hour,cooling_kW
1508,2.2979806784431998
1509,2.3350384018302317
1510,2.357994087247381
1511,1.8865476392389684
1512,1.3629658496273747
1513,1.2016460483457834
1514,1.0632957215967602
1515,0.9425788344551655
1516,0.8134643781470091
1517,0.6974290398491088
1518,1.0670543637412804
1519,1.5384060170283176
1520,1.927619987679561
1521,2.2845569241569734
1522,2.2235126316030898
1523,2.07253063741752
1524,2.1107802729870966
1525,2.154393332656212
1526,2.1454516525626564
1527,2.0955341374998038
1528,2.005008144411182
1529,1.9079958019336556
1530,2.221579875109171
1531,2.3594010815541364
1532,2.438061012664883
1533,2.4808957414589945
1534,2.5084252214939275
1535,2.0383797286388243
1536,1.5005350022807062
1537,1.3497067648868362
1538,1.2182827840628228
1539,1.0897249651388914
1540,0.961553844004443
1541,0.8498062460568808
1542,1.1989630945816507
1543,1.4637760000323203
1544,1.8354090384893722
1545,2.213904259461729
1546,2.171778429766631
1547,2.071650678635124
1548,2.0679130098847818
1549,2.069128634870586
1550,2.064149233774055
1551,2.01746015180872
1552,1.9657098075505381
1553,2.1165240270251537
1554,2.453114281135723
1555,2.613701097337361
1556,2.7221186410644984
1557,2.775386829717032
1558,2.730936284764723
1559,2.273320990326359
1560,1.764304970197024
1561,1.6056569142455221
1562,1.470351212457749
1563,1.3327243100403177
1564,1.2095778369541792
1565,1.0903990642202033
1566,1.4399312051469206
1567,1.7635034237792167
1568,2.1517878087518865
1569,2.469082288730504
1570,2.410448106150406
1571,2.3000541622761035
1572,2.3099553725257085
1573,2.333002111267901
1574,2.3225175337696125
1575,2.2508209933369043
1576,2.132418587090808
1577,2.2147753088623063
1578,2.5241120587442953
1579,2.6585833521263544
1580,2.7283088321838522
1581,2.7522080047820947
1582,2.6767497247488214
1583,2.1913106102172457
1584,1.6661977276531519
1585,1.4923764290015697
1586,1.3364364834983669
1587,1.1969549581232435
1588,1.0695621566853817
1589,0.9528591509345206
1590,1.2984822642192384
1591,1.5865909977659614
1592,1.9558665885584505
1593,2.3131771980541918
1594,2.257248843326088
1595,2.1245794931894
1596,2.137257872458753
1597,2.1533513178384642
1598,2.1236506334486935
1599,2.044678404027618
1600,1.9286113223922312
1601,2.0257236903621036
1602,2.3359471258972486
1603,2.4690757684628237
1604,2.5460749397725944
1605,2.5700462366608074
1606,2.5062352102023704
1607,2.0371357777908417
1608,1.5139522762803437
1609,1.3493848791542877
1610,1.1963863039990463
1611,1.0620846422616552
1612,0.9287718004350259
1613,0.8041619692992372
1614,1.15324710512386
1615,1.4129335397630527
1616,1.752318571885851
1617,2.0889825330079335
1618,2.05480939192594
1619,1.9670056162235503
1620,1.988959234354682
1621,2.0244701549881032
1622,2.02520582615931
1623,1.967031653254083
1624,1.8995208551225315
1625,2.0339440618433775
1626,2.358638875151697
1627,2.5219010997968088
1628,2.6261462650956897
1629,2.6908431620903297
1630,2.6654246333913245
1631,2.2162737312388083
